"Prefix","Variable","ImportType","ImportPath","ResolvedFile","IndexLine"
"/api/v1/backend-modules/M119","legacyModuleM119Routes","DIRECT_REQUIRE","./modules/M119/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M119\routes.js","1244"
"/api/v1/backend-modules/M120","legacyModuleM120Routes","DIRECT_REQUIRE","./modules/M120/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M120\routes.js","1245"
"/api/v1/backend-modules/M121","legacyModuleM121Routes","DIRECT_REQUIRE","./modules/M121/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M121\routes.js","1246"
"/api/v1/backend-modules/M122","legacyModuleM122Routes","DIRECT_REQUIRE","./modules/M122/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M122\routes.js","1247"
"/api/v1/backend-modules/M123","legacyModuleM123Routes","DIRECT_REQUIRE","./modules/M123/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M123\routes.js","1248"
"/api/v1/backend-modules/M124","legacyModuleM124Routes","DIRECT_REQUIRE","./modules/M124/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M124\routes.js","1249"
"/api/v1/backend-modules/M125","legacyModuleM125Routes","DIRECT_REQUIRE","./modules/M125/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M125\routes.js","1250"
"/api/v1/backend-modules/M126","legacyModuleM126Routes","DIRECT_REQUIRE","./modules/M126/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M126\routes.js","1251"
"/api/v1/backend-modules/M127","legacyModuleM127Routes","DIRECT_REQUIRE","./modules/M127/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M127\routes.js","1252"
"/api/v1/backend-modules/M128","legacyModuleM128Routes","DIRECT_REQUIRE","./modules/M128/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M128\routes.js","1253"
