"QualifiedTable","DefinitionCount","SourceFile","SourceRelativePath"
"public.temperature_alerts","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\logistics_enhancement_schema.sql","backend\src\database\logistics_enhancement_schema.sql"
"public.temperature_alerts","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\013_logistics_enhancements.sql","backend\src\database\migrations\013_logistics_enhancements.sql"
"public.temperature_alerts","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\034_logistics_enhancement_schema.sql","backend\src\database\migrations\034_logistics_enhancement_schema.sql"
"public.warehouse_locations","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\logistics_enhancement_schema.sql","backend\src\database\logistics_enhancement_schema.sql"
"public.warehouse_locations","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\034_logistics_enhancement_schema.sql","backend\src\database\migrations\034_logistics_enhancement_schema.sql"
"public.warehouse_inventory","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\logistics_enhancement_schema.sql","backend\src\database\logistics_enhancement_schema.sql"
"public.warehouse_inventory","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\013_logistics_enhancements.sql","backend\src\database\migrations\013_logistics_enhancements.sql"
"public.warehouse_inventory","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\034_logistics_enhancement_schema.sql","backend\src\database\migrations\034_logistics_enhancement_schema.sql"
"public.warehouse_inventory","4","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\3102_ecommerce_ai_erp_business_marketing.sql","backend\src\database\migrations\3102_ecommerce_ai_erp_business_marketing.sql"
"public.inventory_movements","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\logistics_enhancement_schema.sql","backend\src\database\logistics_enhancement_schema.sql"
"public.inventory_movements","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\034_logistics_enhancement_schema.sql","backend\src\database\migrations\034_logistics_enhancement_schema.sql"
"public.warehouse_performance","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\logistics_enhancement_schema.sql","backend\src\database\logistics_enhancement_schema.sql"
"public.warehouse_performance","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\034_logistics_enhancement_schema.sql","backend\src\database\migrations\034_logistics_enhancement_schema.sql"
"public.route_optimization","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\logistics_enhancement_schema.sql","backend\src\database\logistics_enhancement_schema.sql"
"public.route_optimization","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\034_logistics_enhancement_schema.sql","backend\src\database\migrations\034_logistics_enhancement_schema.sql"
"public.delivery_schedules","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\logistics_enhancement_schema.sql","backend\src\database\logistics_enhancement_schema.sql"
"public.delivery_schedules","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\034_logistics_enhancement_schema.sql","backend\src\database\migrations\034_logistics_enhancement_schema.sql"
"public.languages","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\multilingual_schema.sql","backend\src\database\multilingual_schema.sql"
"public.languages","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\035_multilingual_schema.sql","backend\src\database\migrations\035_multilingual_schema.sql"
"public.locales","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\multilingual_schema.sql","backend\src\database\multilingual_schema.sql"
"public.locales","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\035_multilingual_schema.sql","backend\src\database\migrations\035_multilingual_schema.sql"
"public.translation_memory","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\multilingual_schema.sql","backend\src\database\multilingual_schema.sql"
"public.translation_memory","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\035_multilingual_schema.sql","backend\src\database\migrations\035_multilingual_schema.sql"
"public.content_translations","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\multilingual_schema.sql","backend\src\database\multilingual_schema.sql"
"public.content_translations","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\035_multilingual_schema.sql","backend\src\database\migrations\035_multilingual_schema.sql"
"public.language_detection_logs","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\multilingual_schema.sql","backend\src\database\multilingual_schema.sql"
"public.language_detection_logs","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\035_multilingual_schema.sql","backend\src\database\migrations\035_multilingual_schema.sql"
"public.translation_requests","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\multilingual_schema.sql","backend\src\database\multilingual_schema.sql"
"public.translation_requests","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\035_multilingual_schema.sql","backend\src\database\migrations\035_multilingual_schema.sql"
"public.user_language_preferences","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\multilingual_schema.sql","backend\src\database\multilingual_schema.sql"
"public.user_language_preferences","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\035_multilingual_schema.sql","backend\src\database\migrations\035_multilingual_schema.sql"
"public.pronunciation_guides","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\multilingual_schema.sql","backend\src\database\multilingual_schema.sql"
"public.pronunciation_guides","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\035_multilingual_schema.sql","backend\src\database\migrations\035_multilingual_schema.sql"
"public.nutrient_categories","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\nutrition_intelligence_schema.sql","backend\src\database\nutrition_intelligence_schema.sql"
"public.nutrient_categories","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\036_nutrition_intelligence_schema.sql","backend\src\database\migrations\036_nutrition_intelligence_schema.sql"
"public.nutrients","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\nutrition_intelligence_schema.sql","backend\src\database\nutrition_intelligence_schema.sql"
"public.nutrients","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\036_nutrition_intelligence_schema.sql","backend\src\database\migrations\036_nutrition_intelligence_schema.sql"
"public.food_nutrition_profiles","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\nutrition_intelligence_schema.sql","backend\src\database\nutrition_intelligence_schema.sql"
"public.food_nutrition_profiles","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\036_nutrition_intelligence_schema.sql","backend\src\database\migrations\036_nutrition_intelligence_schema.sql"
"public.product_nutrition","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\nutrition_intelligence_schema.sql","backend\src\database\nutrition_intelligence_schema.sql"
"public.product_nutrition","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\036_nutrition_intelligence_schema.sql","backend\src\database\migrations\036_nutrition_intelligence_schema.sql"
"public.nutrition_scoring_models","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\nutrition_intelligence_schema.sql","backend\src\database\nutrition_intelligence_schema.sql"
"public.nutrition_scoring_models","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\036_nutrition_intelligence_schema.sql","backend\src\database\migrations\036_nutrition_intelligence_schema.sql"
"public.product_nutrition_scores","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\nutrition_intelligence_schema.sql","backend\src\database\nutrition_intelligence_schema.sql"
"public.product_nutrition_scores","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\036_nutrition_intelligence_schema.sql","backend\src\database\migrations\036_nutrition_intelligence_schema.sql"
"public.nutrition_pricing_rules","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\nutrition_intelligence_schema.sql","backend\src\database\nutrition_intelligence_schema.sql"
"public.nutrition_pricing_rules","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\036_nutrition_intelligence_schema.sql","backend\src\database\migrations\036_nutrition_intelligence_schema.sql"
"public.product_nutrition_pricing","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\nutrition_intelligence_schema.sql","backend\src\database\nutrition_intelligence_schema.sql"
"public.product_nutrition_pricing","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\036_nutrition_intelligence_schema.sql","backend\src\database\migrations\036_nutrition_intelligence_schema.sql"
"public.nutrition_recommendations","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\nutrition_intelligence_schema.sql","backend\src\database\nutrition_intelligence_schema.sql"
"public.nutrition_recommendations","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\036_nutrition_intelligence_schema.sql","backend\src\database\migrations\036_nutrition_intelligence_schema.sql"
"public.nutrition_labels","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\nutrition_intelligence_schema.sql","backend\src\database\nutrition_intelligence_schema.sql"
"public.nutrition_labels","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\036_nutrition_intelligence_schema.sql","backend\src\database\migrations\036_nutrition_intelligence_schema.sql"
"public.nutrition_comparisons","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\nutrition_intelligence_schema.sql","backend\src\database\nutrition_intelligence_schema.sql"
"public.nutrition_comparisons","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\036_nutrition_intelligence_schema.sql","backend\src\database\migrations\036_nutrition_intelligence_schema.sql"
"public.omnichannel_sessions","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\omnichannel_ai_schema.sql","backend\src\database\omnichannel_ai_schema.sql"
"public.omnichannel_sessions","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\037_omnichannel_ai_schema.sql","backend\src\database\migrations\037_omnichannel_ai_schema.sql"
"public.omnichannel_messages","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\omnichannel_ai_schema.sql","backend\src\database\omnichannel_ai_schema.sql"
"public.omnichannel_messages","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\037_omnichannel_ai_schema.sql","backend\src\database\migrations\037_omnichannel_ai_schema.sql"
"public.omnichannel_config","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\omnichannel_ai_schema.sql","backend\src\database\omnichannel_ai_schema.sql"
"public.omnichannel_config","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\037_omnichannel_ai_schema.sql","backend\src\database\migrations\037_omnichannel_ai_schema.sql"
"public.web_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\omnichannel_ai_schema.sql","backend\src\database\omnichannel_ai_schema.sql"
"public.web_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\037_omnichannel_ai_schema.sql","backend\src\database\migrations\037_omnichannel_ai_schema.sql"
"public.android_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\omnichannel_ai_schema.sql","backend\src\database\omnichannel_ai_schema.sql"
"public.android_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\037_omnichannel_ai_schema.sql","backend\src\database\migrations\037_omnichannel_ai_schema.sql"
"public.android_push_notifications","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\omnichannel_ai_schema.sql","backend\src\database\omnichannel_ai_schema.sql"
"public.android_push_notifications","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\037_omnichannel_ai_schema.sql","backend\src\database\migrations\037_omnichannel_ai_schema.sql"
"public.ios_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\omnichannel_ai_schema.sql","backend\src\database\omnichannel_ai_schema.sql"
"public.ios_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\037_omnichannel_ai_schema.sql","backend\src\database\migrations\037_omnichannel_ai_schema.sql"
"public.ios_push_notifications","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\omnichannel_ai_schema.sql","backend\src\database\omnichannel_ai_schema.sql"
"public.ios_push_notifications","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\037_omnichannel_ai_schema.sql","backend\src\database\migrations\037_omnichannel_ai_schema.sql"
"public.whatsapp_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\omnichannel_ai_schema.sql","backend\src\database\omnichannel_ai_schema.sql"
"public.whatsapp_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\037_omnichannel_ai_schema.sql","backend\src\database\migrations\037_omnichannel_ai_schema.sql"
"public.whatsapp_templates","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\omnichannel_ai_schema.sql","backend\src\database\omnichannel_ai_schema.sql"
"public.whatsapp_templates","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\037_omnichannel_ai_schema.sql","backend\src\database\migrations\037_omnichannel_ai_schema.sql"
"public.sms_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\omnichannel_ai_schema.sql","backend\src\database\omnichannel_ai_schema.sql"
"public.sms_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\037_omnichannel_ai_schema.sql","backend\src\database\migrations\037_omnichannel_ai_schema.sql"
"public.telegram_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\omnichannel_ai_schema.sql","backend\src\database\omnichannel_ai_schema.sql"
"public.telegram_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\037_omnichannel_ai_schema.sql","backend\src\database\migrations\037_omnichannel_ai_schema.sql"
"public.email_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\omnichannel_ai_schema.sql","backend\src\database\omnichannel_ai_schema.sql"
"public.email_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\037_omnichannel_ai_schema.sql","backend\src\database\migrations\037_omnichannel_ai_schema.sql"
"public.voice_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\omnichannel_ai_schema.sql","backend\src\database\omnichannel_ai_schema.sql"
"public.voice_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\037_omnichannel_ai_schema.sql","backend\src\database\migrations\037_omnichannel_ai_schema.sql"
"public.ivr_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\omnichannel_ai_schema.sql","backend\src\database\omnichannel_ai_schema.sql"
"public.ivr_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\037_omnichannel_ai_schema.sql","backend\src\database\migrations\037_omnichannel_ai_schema.sql"
"public.ivr_call_flows","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\omnichannel_ai_schema.sql","backend\src\database\omnichannel_ai_schema.sql"
"public.ivr_call_flows","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\037_omnichannel_ai_schema.sql","backend\src\database\migrations\037_omnichannel_ai_schema.sql"
"public.kiosk_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\omnichannel_ai_schema.sql","backend\src\database\omnichannel_ai_schema.sql"
"public.kiosk_ai_integration","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\037_omnichannel_ai_schema.sql","backend\src\database\migrations\037_omnichannel_ai_schema.sql"
"public.kiosk_screens","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\omnichannel_ai_schema.sql","backend\src\database\omnichannel_ai_schema.sql"
"public.kiosk_screens","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\037_omnichannel_ai_schema.sql","backend\src\database\migrations\037_omnichannel_ai_schema.sql"
"public.organic_standards","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\organic_traceability_schema.sql","backend\src\database\organic_traceability_schema.sql"
"public.organic_standards","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\038_organic_traceability_schema.sql","backend\src\database\migrations\038_organic_traceability_schema.sql"
"public.organic_farms","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\organic_traceability_schema.sql","backend\src\database\organic_traceability_schema.sql"
"public.organic_farms","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\038_organic_traceability_schema.sql","backend\src\database\migrations\038_organic_traceability_schema.sql"
"public.organic_plots","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\organic_traceability_schema.sql","backend\src\database\organic_traceability_schema.sql"
"public.organic_plots","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\038_organic_traceability_schema.sql","backend\src\database\migrations\038_organic_traceability_schema.sql"
"public.organic_input_types","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\organic_traceability_schema.sql","backend\src\database\organic_traceability_schema.sql"
"public.organic_input_types","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\038_organic_traceability_schema.sql","backend\src\database\migrations\038_organic_traceability_schema.sql"
"public.organic_inputs","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\organic_traceability_schema.sql","backend\src\database\organic_traceability_schema.sql"
"public.organic_inputs","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\038_organic_traceability_schema.sql","backend\src\database\migrations\038_organic_traceability_schema.sql"
"public.organic_input_usage","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\organic_traceability_schema.sql","backend\src\database\organic_traceability_schema.sql"
"public.organic_input_usage","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\038_organic_traceability_schema.sql","backend\src\database\migrations\038_organic_traceability_schema.sql"
"public.organic_crops","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\organic_traceability_schema.sql","backend\src\database\organic_traceability_schema.sql"
"public.organic_crops","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\038_organic_traceability_schema.sql","backend\src\database\migrations\038_organic_traceability_schema.sql"
"public.organic_harvests","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\organic_traceability_schema.sql","backend\src\database\organic_traceability_schema.sql"
"public.organic_harvests","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\038_organic_traceability_schema.sql","backend\src\database\migrations\038_organic_traceability_schema.sql"
"public.organic_processing_facilities","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\organic_traceability_schema.sql","backend\src\database\organic_traceability_schema.sql"
"public.organic_processing_facilities","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\038_organic_traceability_schema.sql","backend\src\database\migrations\038_organic_traceability_schema.sql"
"public.organic_processing_batches","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\organic_traceability_schema.sql","backend\src\database\organic_traceability_schema.sql"
"public.organic_processing_batches","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\038_organic_traceability_schema.sql","backend\src\database\migrations\038_organic_traceability_schema.sql"
"public.organic_storage_facilities","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\organic_traceability_schema.sql","backend\src\database\organic_traceability_schema.sql"
"public.organic_storage_facilities","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\038_organic_traceability_schema.sql","backend\src\database\migrations\038_organic_traceability_schema.sql"
"public.organic_storage_records","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\organic_traceability_schema.sql","backend\src\database\organic_traceability_schema.sql"
"public.organic_storage_records","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\038_organic_traceability_schema.sql","backend\src\database\migrations\038_organic_traceability_schema.sql"
"public.organic_transport_records","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\organic_traceability_schema.sql","backend\src\database\organic_traceability_schema.sql"
"public.organic_transport_records","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\038_organic_traceability_schema.sql","backend\src\database\migrations\038_organic_traceability_schema.sql"
"public.organic_packaging_materials","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\organic_traceability_schema.sql","backend\src\database\organic_traceability_schema.sql"
"public.organic_packaging_materials","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\038_organic_traceability_schema.sql","backend\src\database\migrations\038_organic_traceability_schema.sql"
"public.organic_packaging_records","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\organic_traceability_schema.sql","backend\src\database\organic_traceability_schema.sql"
"public.organic_packaging_records","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\038_organic_traceability_schema.sql","backend\src\database\migrations\038_organic_traceability_schema.sql"
"public.organic_chain_of_custody","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\organic_traceability_schema.sql","backend\src\database\organic_traceability_schema.sql"
"public.organic_chain_of_custody","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\038_organic_traceability_schema.sql","backend\src\database\migrations\038_organic_traceability_schema.sql"
"public.organic_audits","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\organic_traceability_schema.sql","backend\src\database\organic_traceability_schema.sql"
"public.organic_audits","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\038_organic_traceability_schema.sql","backend\src\database\migrations\038_organic_traceability_schema.sql"
"public.organic_consumer_transparency","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\organic_traceability_schema.sql","backend\src\database\organic_traceability_schema.sql"
"public.organic_consumer_transparency","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\038_organic_traceability_schema.sql","backend\src\database\migrations\038_organic_traceability_schema.sql"
"public.organic_fraud_alerts","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\organic_traceability_schema.sql","backend\src\database\organic_traceability_schema.sql"
"public.organic_fraud_alerts","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\038_organic_traceability_schema.sql","backend\src\database\migrations\038_organic_traceability_schema.sql"
"public.predictive_models","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\predictive_analytics_schema.sql","backend\src\database\predictive_analytics_schema.sql"
"public.predictive_models","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\039_predictive_analytics_schema.sql","backend\src\database\migrations\039_predictive_analytics_schema.sql"
"public.predictions","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\predictive_analytics_schema.sql","backend\src\database\predictive_analytics_schema.sql"
"public.predictions","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\039_predictive_analytics_schema.sql","backend\src\database\migrations\039_predictive_analytics_schema.sql"
"public.forecasts","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\predictive_analytics_schema.sql","backend\src\database\predictive_analytics_schema.sql"
"public.forecasts","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\039_predictive_analytics_schema.sql","backend\src\database\migrations\039_predictive_analytics_schema.sql"
"public.model_performance","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\predictive_analytics_schema.sql","backend\src\database\predictive_analytics_schema.sql"
"public.model_performance","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\039_predictive_analytics_schema.sql","backend\src\database\migrations\039_predictive_analytics_schema.sql"
"public.model_training_history","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\predictive_analytics_schema.sql","backend\src\database\predictive_analytics_schema.sql"
"public.model_training_history","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\039_predictive_analytics_schema.sql","backend\src\database\migrations\039_predictive_analytics_schema.sql"
"public.anomaly_detection","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\predictive_analytics_schema.sql","backend\src\database\predictive_analytics_schema.sql"
"public.anomaly_detection","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\039_predictive_analytics_schema.sql","backend\src\database\migrations\039_predictive_analytics_schema.sql"
"public.trend_analysis","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\predictive_analytics_schema.sql","backend\src\database\predictive_analytics_schema.sql"
"public.trend_analysis","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\039_predictive_analytics_schema.sql","backend\src\database\migrations\039_predictive_analytics_schema.sql"
"public.trend_analysis","3","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M084\model.sql","backend\src\modules\M084\model.sql"
"public.what_if_scenarios","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\predictive_analytics_schema.sql","backend\src\database\predictive_analytics_schema.sql"
"public.what_if_scenarios","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\039_predictive_analytics_schema.sql","backend\src\database\migrations\039_predictive_analytics_schema.sql"
"public.recipe_database","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\recipe_intelligence_schema.sql","backend\src\database\recipe_intelligence_schema.sql"
"public.recipe_database","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\040_recipe_intelligence_schema.sql","backend\src\database\migrations\040_recipe_intelligence_schema.sql"
"public.ingredient_substitutions","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\recipe_intelligence_schema.sql","backend\src\database\recipe_intelligence_schema.sql"
"public.ingredient_substitutions","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\040_recipe_intelligence_schema.sql","backend\src\database\migrations\040_recipe_intelligence_schema.sql"
"public.ingredient_pricing","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\recipe_intelligence_schema.sql","backend\src\database\recipe_intelligence_schema.sql"
"public.ingredient_pricing","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\040_recipe_intelligence_schema.sql","backend\src\database\migrations\040_recipe_intelligence_schema.sql"
"public.seasonal_ingredients","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\recipe_intelligence_schema.sql","backend\src\database\recipe_intelligence_schema.sql"
"public.seasonal_ingredients","2","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\040_recipe_intelligence_schema.sql","backend\src\database\migrations\040_recipe_intelligence_schema.sql"
